LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_9,5,5,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,44.36518249999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3511555999994,44.36518249999972,44.36518249999972,44.36518249999972,44.65074589999949,44.65098559999933,44.665222300000096,44.665222300000096,44.665222300000096,44.950756700000056,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,6,6,0,3.8,-3.8,3.8,-3.8,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,44.96520520000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9511093000001,44.96520520000013,44.96520520000013,44.96520520000013,45.25077489999967,45.25101730000006,45.26535469999999,45.26535469999999,45.26535469999999,45.550894699999844,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,7,7,0,3.7,-3.7,3.7,-3.7,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,45.56672569999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.55126239999936,45.56672569999955,45.56672569999955,45.56672569999955,45.85080529999959,45.85104509999928,45.86527169999954,45.86527169999954,45.86527169999954,46.1507802999995,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,8,8,0,3.6,-3.6,3.6,-3.6,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,46.1650681000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.151138599999285,46.1650681000001,46.1650681000001,46.1650681000001,46.450808499999766,46.451050899999245,46.46531409999989,46.46531409999989,46.46531409999989,46.750699299999724,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,9,9,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,46.76524329999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.75105549999989,46.76524329999938,46.76524329999938,46.76524329999938,47.05070329999944,47.05094299999928,47.065111899999465,47.065111899999465,47.065111899999465,47.350734399999965,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,10,10,0,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,47.3651804000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.35109130000001,47.3651804000001,47.3651804000001,47.3651804000001,47.65065499999946,47.65088519999972,47.66521719999946,47.66521719999946,47.66521719999946,47.95075569999972,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,11,11,0,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,47.96520269999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.951111800000035,47.96520269999928,47.96520269999928,47.96520269999928,48.25075789999937,48.25099890000001,48.26523619999989,48.26523619999989,48.26523619999989,48.550528400000076,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,12,12,0,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,48.565144399999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.55088100000012,48.565144399999554,48.565144399999554,48.565144399999554,48.85078179999982,48.85102349999943,48.86527649999971,48.86527649999971,48.86527649999971,49.15073839999968,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,13,13,0,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,49.16499919999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.15109279999979,49.16499919999933,49.16499919999933,49.16499919999933,49.450706999999966,49.450943499999994,49.46514059999936,49.46514059999936,49.46514059999936,49.75071519999983,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,14,14,0,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,49.76507159999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75109269999939,49.76507159999983,49.76507159999983,49.76507159999983,50.05073579999953,50.05097519999981,50.06494440000006,50.06494440000006,50.06494440000006,50.35137759999998,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,15,15,0,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,50.36529689999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.351796199999626,50.36529689999952,50.36529689999952,50.36529689999952,50.63455949999934,50.63484399999925,50.648607099999936,50.648607099999936,50.648607099999936,50.934490699999515,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,16,16,0,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,50.94861089999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93491059999997,50.94861089999995,50.94861089999995,50.94861089999995,51.23484779999944,51.23515189999944,51.24895310000011,51.24895310000011,51.24895310000011,51.53461189999962,51.24895310000011,51.24895310000011,51.24895310000011,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,17,17,0,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,51.54858869999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53502979999939,51.54858869999953,51.54858869999953,51.54858869999953,51.83449560000008,51.83477859999948,51.848721499999556,51.848721499999556,51.848721499999556,52.13458939999964,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,18,18,0,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,52.148567499999444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.13500659999954,52.148567499999444,52.148567499999444,52.148567499999444,52.434571299999334,52.43485779999992,52.448552500000005,52.448552500000005,52.448552500000005,52.73450460000004,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,19,19,0,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,52.74854509999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.73492259999966,52.74854509999932,52.74854509999932,52.74854509999932,53.034523599999375,53.03480809999928,53.04863709999972,53.04863709999972,53.04863709999972,53.334476600000016,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,53.348624199999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.334893599999305,53.348624199999904,53.348624199999904,53.348624199999904,53.63445729999967,53.634739199999785,53.64857649999976,53.64857649999976,53.64857649999976,53.934768399999484,,,,53.9486366000001,53.9486366000001,53.9486366000001,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,53.9486366000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.93521239999973,53.9486366000001,53.9486366000001,53.9486366000001,54.2347007999997,54.23493669999971,54.248430099999496,54.248430099999496,54.248430099999496,54.5343127999995,54.248430099999496,54.248430099999496,54.248430099999496,54.54848859999947,54.54848859999947,54.54848859999947,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,54.54848859999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.53469150000001,54.54848859999947,54.54848859999947,54.54848859999947,54.834363899999516,54.83462269999927,54.84840359999998,54.84840359999998,54.84840359999998,,54.84840359999998,54.84840359999998,54.84840359999998,,,,,,,,,,,
